year,state,month,number,date
1998,Paraiba,Junho,36,"Thursday, January 1, 1998"
1999,Paraiba,Junho,31,"Friday, January 1, 1999"
2000,Paraiba,Junho,53,"Saturday, January 1, 2000"
2001,Paraiba,Junho,43,"Monday, January 1, 2001"
2002,Paraiba,Junho,115,"Tuesday, January 1, 2002"
2003,Paraiba,Junho,159,"Wednesday, January 1, 2003"
2004,Paraiba,Junho,147,"Thursday, January 1, 2004"
2005,Paraiba,Junho,114,"Saturday, January 1, 2005"
2006,Paraiba,Junho,62,"Sunday, January 1, 2006"
2007,Paraiba,Junho,57,"Monday, January 1, 2007"
2008,Paraiba,Junho,17,"Tuesday, January 1, 2008"
2009,Paraiba,Junho,105,"Thursday, January 1, 2009"
2010,Paraiba,Junho,55,"Friday, January 1, 2010"
2011,Paraiba,Junho,162,"Saturday, January 1, 2011"
2012,Paraiba,Junho,77,"Sunday, January 1, 2012"
2013,Paraiba,Junho,52,"Tuesday, January 1, 2013"
2014,Paraiba,Junho,112,"Wednesday, January 1, 2014"
2015,Paraiba,Junho,201,"Thursday, January 1, 2015"
2016,Paraiba,Junho,238,"Friday, January 1, 2016"
2017,Paraiba,Junho,169,"Sunday, January 1, 2017"
1998,Paraiba,Julho,59,"Thursday, January 1, 1998"
1999,Paraiba,Julho,94,"Friday, January 1, 1999"
2000,Paraiba,Julho,98,"Saturday, January 1, 2000"
2001,Paraiba,Julho,122,"Monday, January 1, 2001"
2002,Paraiba,Julho,172,"Tuesday, January 1, 2002"
2003,Paraiba,Julho,101,"Wednesday, January 1, 2003"
2004,Paraiba,Julho,148,"Thursday, January 1, 2004"
2005,Paraiba,Julho,155,"Saturday, January 1, 2005"
2006,Paraiba,Julho,139,"Sunday, January 1, 2006"
2007,Paraiba,Julho,60,"Monday, January 1, 2007"
2008,Paraiba,Julho,87,"Tuesday, January 1, 2008"
2009,Paraiba,Julho,34,"Thursday, January 1, 2009"
2010,Paraiba,Julho,196,"Friday, January 1, 2010"
2011,Paraiba,Julho,262,"Saturday, January 1, 2011"
2012,Paraiba,Julho,111,"Sunday, January 1, 2012"
2013,Paraiba,Julho,168,"Tuesday, January 1, 2013"
2014,Paraiba,Julho,215,"Wednesday, January 1, 2014"
2015,Paraiba,Julho,137,"Thursday, January 1, 2015"
2016,Paraiba,Julho,504,"Friday, January 1, 2016"
2017,Paraiba,Julho,891,"Sunday, January 1, 2017"
1998,Paraiba,Agosto,42,"Thursday, January 1, 1998"
1999,Paraiba,Agosto,938,"Friday, January 1, 1999"
2000,Paraiba,Agosto,849,"Saturday, January 1, 2000"
2001,Paraiba,Agosto,342,"Monday, January 1, 2001"
2002,Paraiba,Agosto,1.593,"Tuesday, January 1, 2002"
2003,Paraiba,Agosto,1.896,"Wednesday, January 1, 2003"
2004,Paraiba,Agosto,1.237,"Thursday, January 1, 2004"
2005,Paraiba,Agosto,800,"Saturday, January 1, 2005"
2006,Paraiba,Agosto,844,"Sunday, January 1, 2006"
2007,Paraiba,Agosto,580,"Monday, January 1, 2007"
2008,Paraiba,Agosto,205,"Tuesday, January 1, 2008"
2009,Paraiba,Agosto,844,"Thursday, January 1, 2009"
2010,Paraiba,Agosto,733,"Friday, January 1, 2010"
2011,Paraiba,Agosto,435,"Saturday, January 1, 2011"
2012,Paraiba,Agosto,522,"Sunday, January 1, 2012"
2013,Paraiba,Agosto,481,"Tuesday, January 1, 2013"
2014,Paraiba,Agosto,646,"Wednesday, January 1, 2014"
2015,Paraiba,Agosto,651,"Thursday, January 1, 2015"
2016,Paraiba,Agosto,1.01,"Friday, January 1, 2016"
2017,Paraiba,Agosto,987,"Sunday, January 1, 2017"
1998,Paraiba,Setembro,61,"Thursday, January 1, 1998"
1999,Paraiba,Setembro,878,"Friday, January 1, 1999"
2000,Paraiba,Setembro,381,"Saturday, January 1, 2000"
2001,Paraiba,Setembro,258,"Monday, January 1, 2001"
2002,Paraiba,Setembro,1.071,"Tuesday, January 1, 2002"
2003,Paraiba,Setembro,2.446,"Wednesday, January 1, 2003"
2004,Paraiba,Setembro,1.36,"Thursday, January 1, 2004"
2005,Paraiba,Setembro,386,"Saturday, January 1, 2005"
2006,Paraiba,Setembro,866,"Sunday, January 1, 2006"
2007,Paraiba,Setembro,960,"Monday, January 1, 2007"
2008,Paraiba,Setembro,413,"Tuesday, January 1, 2008"
2009,Paraiba,Setembro,149,"Thursday, January 1, 2009"
2010,Paraiba,Setembro,270,"Friday, January 1, 2010"
2011,Paraiba,Setembro,913,"Saturday, January 1, 2011"
2012,Paraiba,Setembro,459,"Sunday, January 1, 2012"
2013,Paraiba,Setembro,476,"Tuesday, January 1, 2013"
2014,Paraiba,Setembro,443,"Wednesday, January 1, 2014"
2015,Paraiba,Setembro,599,"Thursday, January 1, 2015"
2016,Paraiba,Setembro,1.371,"Friday, January 1, 2016"
2017,Paraiba,Setembro,1.706,"Sunday, January 1, 2017"
1998,Paraiba,Outubro,61,"Thursday, January 1, 1998"
1999,Paraiba,Outubro,452,"Friday, January 1, 1999"
2000,Paraiba,Outubro,658,"Saturday, January 1, 2000"
2001,Paraiba,Outubro,209,"Monday, January 1, 2001"
2002,Paraiba,Outubro,399,"Tuesday, January 1, 2002"
2003,Paraiba,Outubro,1.228,"Wednesday, January 1, 2003"
2004,Paraiba,Outubro,666,"Thursday, January 1, 2004"
2005,Paraiba,Outubro,157,"Saturday, January 1, 2005"
2006,Paraiba,Outubro,327,"Sunday, January 1, 2006"
2007,Paraiba,Outubro,194,"Monday, January 1, 2007"
2008,Paraiba,Outubro,78,"Tuesday, January 1, 2008"
2009,Paraiba,Outubro,424,"Thursday, January 1, 2009"
2010,Paraiba,Outubro,230,"Friday, January 1, 2010"
2011,Paraiba,Outubro,256,"Saturday, January 1, 2011"
2012,Paraiba,Outubro,145,"Sunday, January 1, 2012"
2013,Paraiba,Outubro,233,"Tuesday, January 1, 2013"
2014,Paraiba,Outubro,411,"Wednesday, January 1, 2014"
2015,Paraiba,Outubro,158,"Thursday, January 1, 2015"
2016,Paraiba,Outubro,193,"Friday, January 1, 2016"
2017,Paraiba,Outubro,134,"Sunday, January 1, 2017"
1998,Paraiba,Novembro,143,"Thursday, January 1, 1998"
1999,Paraiba,Novembro,447,"Friday, January 1, 1999"
2000,Paraiba,Novembro,85,"Saturday, January 1, 2000"
2001,Paraiba,Novembro,89,"Monday, January 1, 2001"
2002,Paraiba,Novembro,425,"Tuesday, January 1, 2002"
2003,Paraiba,Novembro,503,"Wednesday, January 1, 2003"
2004,Paraiba,Novembro,388,"Thursday, January 1, 2004"
2005,Paraiba,Novembro,597,"Saturday, January 1, 2005"
2006,Paraiba,Novembro,60,"Sunday, January 1, 2006"
2007,Paraiba,Novembro,59,"Monday, January 1, 2007"
2008,Paraiba,Novembro,39,"Tuesday, January 1, 2008"
2009,Paraiba,Novembro,90,"Thursday, January 1, 2009"
2010,Paraiba,Novembro,183,"Friday, January 1, 2010"
2011,Paraiba,Novembro,138,"Saturday, January 1, 2011"
2012,Paraiba,Novembro,142,"Sunday, January 1, 2012"
2013,Paraiba,Novembro,126,"Tuesday, January 1, 2013"
2014,Paraiba,Novembro,68,"Wednesday, January 1, 2014"
2015,Paraiba,Novembro,18,"Thursday, January 1, 2015"
2016,Paraiba,Novembro,275,"Friday, January 1, 2016"
2017,Paraiba,Novembro,292,"Sunday, January 1, 2017"
1998,Paraiba,Dezembro,82,"Thursday, January 1, 1998"
1999,Paraiba,Dezembro,254,"Friday, January 1, 1999"
2000,Paraiba,Dezembro,159,"Saturday, January 1, 2000"
2001,Paraiba,Dezembro,85,"Monday, January 1, 2001"
2002,Paraiba,Dezembro,165,"Tuesday, January 1, 2002"
2003,Paraiba,Dezembro,171,"Wednesday, January 1, 2003"
2004,Paraiba,Dezembro,151,"Thursday, January 1, 2004"
2005,Paraiba,Dezembro,40,"Saturday, January 1, 2005"
2006,Paraiba,Dezembro,6,"Sunday, January 1, 2006"
2007,Paraiba,Dezembro,22,"Monday, January 1, 2007"
2008,Paraiba,Dezembro,62,"Tuesday, January 1, 2008"
2009,Paraiba,Dezembro,30,"Thursday, January 1, 2009"
2010,Paraiba,Dezembro,37,"Friday, January 1, 2010"
2011,Paraiba,Dezembro,78,"Saturday, January 1, 2011"
2012,Paraiba,Dezembro,54,"Sunday, January 1, 2012"
2013,Paraiba,Dezembro,155,"Tuesday, January 1, 2013"
2014,Paraiba,Dezembro,78,"Wednesday, January 1, 2014"
2015,Paraiba,Dezembro,30,"Thursday, January 1, 2015"
2016,Paraiba,Dezembro,45,"Friday, January 1, 2016"
1998,Pernambuco,Janeiro,0,"Thursday, January 1, 1998"
1999,Pernambuco,Janeiro,102,"Friday, January 1, 1999"
2000,Pernambuco,Janeiro,3,"Saturday, January 1, 2000"
2001,Pernambuco,Janeiro,7,"Monday, January 1, 2001"
2002,Pernambuco,Janeiro,10,"Tuesday, January 1, 2002"
2003,Pernambuco,Janeiro,188,"Wednesday, January 1, 2003"
2004,Pernambuco,Janeiro,29,"Thursday, January 1, 2004"
2005,Pernambuco,Janeiro,221,"Saturday, January 1, 2005"
2006,Pernambuco,Janeiro,148,"Sunday, January 1, 2006"
2007,Pernambuco,Janeiro,156,"Monday, January 1, 2007"
2008,Pernambuco,Janeiro,170,"Tuesday, January 1, 2008"
2009,Pernambuco,Janeiro,256,"Thursday, January 1, 2009"
2010,Pernambuco,Janeiro,47,"Friday, January 1, 2010"
2011,Pernambuco,Janeiro,49,"Saturday, January 1, 2011"
2012,Pernambuco,Janeiro,146,"Sunday, January 1, 2012"
2013,Pernambuco,Janeiro,55,"Tuesday, January 1, 2013"
2014,Pernambuco,Janeiro,99,"Wednesday, January 1, 2014"
2015,Pernambuco,Janeiro,109,"Thursday, January 1, 2015"
2016,Pernambuco,Janeiro,24,"Friday, January 1, 2016"
2017,Pernambuco,Janeiro,52,"Sunday, January 1, 2017"
1998,Pernambuco,Fevereiro,0,"Thursday, January 1, 1998"
1999,Pernambuco,Fevereiro,13,"Friday, January 1, 1999"
2000,Pernambuco,Fevereiro,4,"Saturday, January 1, 2000"
2001,Pernambuco,Fevereiro,2,"Monday, January 1, 2001"
2002,Pernambuco,Fevereiro,19,"Tuesday, January 1, 2002"
2003,Pernambuco,Fevereiro,35,"Wednesday, January 1, 2003"
2004,Pernambuco,Fevereiro,8,"Thursday, January 1, 2004"
2005,Pernambuco,Fevereiro,33,"Saturday, January 1, 2005"
2006,Pernambuco,Fevereiro,41,"Sunday, January 1, 2006"
2007,Pernambuco,Fevereiro,21,"Monday, January 1, 2007"
2008,Pernambuco,Fevereiro,48,"Tuesday, January 1, 2008"
2009,Pernambuco,Fevereiro,28,"Thursday, January 1, 2009"
2010,Pernambuco,Fevereiro,33,"Friday, January 1, 2010"
2011,Pernambuco,Fevereiro,25,"Saturday, January 1, 2011"
2012,Pernambuco,Fevereiro,64,"Sunday, January 1, 2012"
2013,Pernambuco,Fevereiro,29,"Tuesday, January 1, 2013"
2014,Pernambuco,Fevereiro,25,"Wednesday, January 1, 2014"
2015,Pernambuco,Fevereiro,55,"Thursday, January 1, 2015"
2016,Pernambuco,Fevereiro,19,"Friday, January 1, 2016"
2017,Pernambuco,Fevereiro,23,"Sunday, January 1, 2017"
1998,Pernambuco,Março,0,"Thursday, January 1, 1998"
1999,Pernambuco,Março,27,"Friday, January 1, 1999"
2000,Pernambuco,Março,14,"Saturday, January 1, 2000"
2001,Pernambuco,Março,0,"Monday, January 1, 2001"
2002,Pernambuco,Março,24,"Tuesday, January 1, 2002"
2003,Pernambuco,Março,9,"Wednesday, January 1, 2003"
2004,Pernambuco,Março,6,"Thursday, January 1, 2004"
2005,Pernambuco,Março,45,"Saturday, January 1, 2005"
2006,Pernambuco,Março,18,"Sunday, January 1, 2006"
2007,Pernambuco,Março,4,"Monday, January 1, 2007"
2008,Pernambuco,Março,32,"Tuesday, January 1, 2008"
2009,Pernambuco,Março,15,"Thursday, January 1, 2009"
2010,Pernambuco,Março,59,"Friday, January 1, 2010"
2011,Pernambuco,Março,39,"Saturday, January 1, 2011"
2012,Pernambuco,Março,44,"Sunday, January 1, 2012"
2013,Pernambuco,Março,40,"Tuesday, January 1, 2013"
2014,Pernambuco,Março,36,"Wednesday, January 1, 2014"
2015,Pernambuco,Março,33,"Thursday, January 1, 2015"
2016,Pernambuco,Março,4,"Friday, January 1, 2016"
2017,Pernambuco,Março,7,"Sunday, January 1, 2017"
1998,Pernambuco,Abril,0,"Thursday, January 1, 1998"
1999,Pernambuco,Abril,2,"Friday, January 1, 1999"
2000,Pernambuco,Abril,1,"Saturday, January 1, 2000"
2001,Pernambuco,Abril,2,"Monday, January 1, 2001"
2002,Pernambuco,Abril,5,"Tuesday, January 1, 2002"
2003,Pernambuco,Abril,7,"Wednesday, January 1, 2003"
2004,Pernambuco,Abril,5,"Thursday, January 1, 2004"
2005,Pernambuco,Abril,1,"Saturday, January 1, 2005"
2006,Pernambuco,Abril,2,"Sunday, January 1, 2006"
2007,Pernambuco,Abril,1,"Monday, January 1, 2007"
2008,Pernambuco,Abril,5,"Tuesday, January 1, 2008"
2009,Pernambuco,Abril,3,"Thursday, January 1, 2009"
2010,Pernambuco,Abril,2,"Friday, January 1, 2010"
2011,Pernambuco,Abril,22,"Saturday, January 1, 2011"
2012,Pernambuco,Abril,46,"Sunday, January 1, 2012"
2013,Pernambuco,Abril,11,"Tuesday, January 1, 2013"
2014,Pernambuco,Abril,10,"Wednesday, January 1, 2014"
2015,Pernambuco,Abril,30,"Thursday, January 1, 2015"
2016,Pernambuco,Abril,8,"Friday, January 1, 2016"
2017,Pernambuco,Abril,9,"Sunday, January 1, 2017"
1998,Pernambuco,Maio,0,"Thursday, January 1, 1998"
1999,Pernambuco,Maio,6,"Friday, January 1, 1999"
2000,Pernambuco,Maio,7,"Saturday, January 1, 2000"
2001,Pernambuco,Maio,5,"Monday, January 1, 2001"
2002,Pernambuco,Maio,13,"Tuesday, January 1, 2002"
2003,Pernambuco,Maio,1,"Wednesday, January 1, 2003"
2004,Pernambuco,Maio,2,"Thursday, January 1, 2004"
2005,Pernambuco,Maio,1,"Saturday, January 1, 2005"
2006,Pernambuco,Maio,1,"Sunday, January 1, 2006"
2007,Pernambuco,Maio,0,"Monday, January 1, 2007"
2008,Pernambuco,Maio,0,"Tuesday, January 1, 2008"
2009,Pernambuco,Maio,0,"Thursday, January 1, 2009"
2010,Pernambuco,Maio,8,"Friday, January 1, 2010"
2011,Pernambuco,Maio,1,"Saturday, January 1, 2011"
2012,Pernambuco,Maio,36,"Sunday, January 1, 2012"
2013,Pernambuco,Maio,9,"Tuesday, January 1, 2013"
2014,Pernambuco,Maio,4,"Wednesday, January 1, 2014"
2015,Pernambuco,Maio,17,"Thursday, January 1, 2015"
2016,Pernambuco,Maio,6,"Friday, January 1, 2016"
2017,Pernambuco,Maio,13,"Sunday, January 1, 2017"
1998,Pernambuco,Junho,1,"Thursday, January 1, 1998"
1999,Pernambuco,Junho,7,"Friday, January 1, 1999"
2000,Pernambuco,Junho,4,"Saturday, January 1, 2000"
2001,Pernambuco,Junho,2,"Monday, January 1, 2001"
2002,Pernambuco,Junho,1,"Tuesday, January 1, 2002"
2003,Pernambuco,Junho,2,"Wednesday, January 1, 2003"
2004,Pernambuco,Junho,4,"Thursday, January 1, 2004"
2005,Pernambuco,Junho,3,"Saturday, January 1, 2005"
2006,Pernambuco,Junho,0,"Sunday, January 1, 2006"
2007,Pernambuco,Junho,1,"Monday, January 1, 2007"
2008,Pernambuco,Junho,0,"Tuesday, January 1, 2008"
2009,Pernambuco,Junho,1,"Thursday, January 1, 2009"
2010,Pernambuco,Junho,1,"Friday, January 1, 2010"
2011,Pernambuco,Junho,4,"Saturday, January 1, 2011"
2012,Pernambuco,Junho,12,"Sunday, January 1, 2012"
2013,Pernambuco,Junho,12,"Tuesday, January 1, 2013"
2014,Pernambuco,Junho,3,"Wednesday, January 1, 2014"
2015,Pernambuco,Junho,3,"Thursday, January 1, 2015"
2016,Pernambuco,Junho,4,"Friday, January 1, 2016"
2017,Pernambuco,Junho,5,"Sunday, January 1, 2017"
1998,Pernambuco,Julho,5,"Thursday, January 1, 1998"
1999,Pernambuco,Julho,2,"Friday, January 1, 1999"
2000,Pernambuco,Julho,0,"Saturday, January 1, 2000"
2001,Pernambuco,Julho,6,"Monday, January 1, 2001"
2002,Pernambuco,Julho,8,"Tuesday, January 1, 2002"
2003,Pernambuco,Julho,5,"Wednesday, January 1, 2003"
2004,Pernambuco,Julho,13,"Thursday, January 1, 2004"
2005,Pernambuco,Julho,1,"Saturday, January 1, 2005"
2006,Pernambuco,Julho,1,"Sunday, January 1, 2006"
2007,Pernambuco,Julho,3,"Monday, January 1, 2007"
2008,Pernambuco,Julho,0,"Tuesday, January 1, 2008"
2009,Pernambuco,Julho,1,"Thursday, January 1, 2009"
2010,Pernambuco,Julho,7,"Friday, January 1, 2010"
2011,Pernambuco,Julho,2,"Saturday, January 1, 2011"
2012,Pernambuco,Julho,11,"Sunday, January 1, 2012"
2013,Pernambuco,Julho,4,"Tuesday, January 1, 2013"
2014,Pernambuco,Julho,11,"Wednesday, January 1, 2014"
2015,Pernambuco,Julho,13,"Thursday, January 1, 2015"
2016,Pernambuco,Julho,17,"Friday, January 1, 2016"
2017,Pernambuco,Julho,2,"Sunday, January 1, 2017"
1998,Pernambuco,Agosto,12,"Thursday, January 1, 1998"
1999,Pernambuco,Agosto,3,"Friday, January 1, 1999"
2000,Pernambuco,Agosto,31,"Saturday, January 1, 2000"
2001,Pernambuco,Agosto,27,"Monday, January 1, 2001"
2002,Pernambuco,Agosto,37,"Tuesday, January 1, 2002"
2003,Pernambuco,Agosto,26,"Wednesday, January 1, 2003"
2004,Pernambuco,Agosto,41,"Thursday, January 1, 2004"
2005,Pernambuco,Agosto,10,"Saturday, January 1, 2005"
2006,Pernambuco,Agosto,8,"Sunday, January 1, 2006"
2007,Pernambuco,Agosto,20,"Monday, January 1, 2007"
2008,Pernambuco,Agosto,2,"Tuesday, January 1, 2008"
2009,Pernambuco,Agosto,10,"Thursday, January 1, 2009"
2010,Pernambuco,Agosto,29,"Friday, January 1, 2010"
2011,Pernambuco,Agosto,27,"Saturday, January 1, 2011"
2012,Pernambuco,Agosto,27,"Sunday, January 1, 2012"
2013,Pernambuco,Agosto,14,"Tuesday, January 1, 2013"
2014,Pernambuco,Agosto,23,"Wednesday, January 1, 2014"
2015,Pernambuco,Agosto,21,"Thursday, January 1, 2015"
2016,Pernambuco,Agosto,42,"Friday, January 1, 2016"
2017,Pernambuco,Agosto,20,"Sunday, January 1, 2017"
1998,Pernambuco,Setembro,177,"Thursday, January 1, 1998"
1999,Pernambuco,Setembro,64,"Friday, January 1, 1999"
2000,Pernambuco,Setembro,130,"Saturday, January 1, 2000"
2001,Pernambuco,Setembro,298,"Monday, January 1, 2001"
2002,Pernambuco,Setembro,374,"Tuesday, January 1, 2002"
2003,Pernambuco,Setembro,510,"Wednesday, January 1, 2003"
2004,Pernambuco,Setembro,192,"Thursday, January 1, 2004"
2005,Pernambuco,Setembro,154,"Saturday, January 1, 2005"
2006,Pernambuco,Setembro,147,"Sunday, January 1, 2006"
2007,Pernambuco,Setembro,164,"Monday, January 1, 2007"
2008,Pernambuco,Setembro,92,"Tuesday, January 1, 2008"
2009,Pernambuco,Setembro,164,"Thursday, January 1, 2009"
2010,Pernambuco,Setembro,179,"Friday, January 1, 2010"
2011,Pernambuco,Setembro,243,"Saturday, January 1, 2011"
2012,Pernambuco,Setembro,192,"Sunday, January 1, 2012"
2013,Pernambuco,Setembro,143,"Tuesday, January 1, 2013"
2014,Pernambuco,Setembro,63,"Wednesday, January 1, 2014"
2015,Pernambuco,Setembro,116,"Thursday, January 1, 2015"
2016,Pernambuco,Setembro,171,"Friday, January 1, 2016"
2017,Pernambuco,Setembro,69,"Sunday, January 1, 2017"
1998,Pernambuco,Outubro,372,"Thursday, January 1, 1998"
1999,Pernambuco,Outubro,180,"Friday, January 1, 1999"
2000,Pernambuco,Outubro,411,"Saturday, January 1, 2000"
2001,Pernambuco,Outubro,461,"Monday, January 1, 2001"
2002,Pernambuco,Outubro,638,"Tuesday, January 1, 2002"
2003,Pernambuco,Outubro,859,"Wednesday, January 1, 2003"
2004,Pernambuco,Outubro,545,"Thursday, January 1, 2004"
2005,Pernambuco,Outubro,408,"Saturday, January 1, 2005"
2006,Pernambuco,Outubro,310,"Sunday, January 1, 2006"
2007,Pernambuco,Outubro,702,"Monday, January 1, 2007"
2008,Pernambuco,Outubro,274,"Tuesday, January 1, 2008"
2009,Pernambuco,Outubro,254,"Thursday, January 1, 2009"
2010,Pernambuco,Outubro,347,"Friday, January 1, 2010"
2011,Pernambuco,Outubro,461,"Saturday, January 1, 2011"
2012,Pernambuco,Outubro,222,"Sunday, January 1, 2012"
2013,Pernambuco,Outubro,161,"Tuesday, January 1, 2013"
2014,Pernambuco,Outubro,174,"Wednesday, January 1, 2014"
2015,Pernambuco,Outubro,194,"Thursday, January 1, 2015"
2016,Pernambuco,Outubro,319,"Friday, January 1, 2016"
2017,Pernambuco,Outubro,256,"Sunday, January 1, 2017"
1998,Pernambuco,Novembro,141,"Thursday, January 1, 1998"
1999,Pernambuco,Novembro,41,"Friday, January 1, 1999"
2000,Pernambuco,Novembro,64,"Saturday, January 1, 2000"
2001,Pernambuco,Novembro,208,"Monday, January 1, 2001"
2002,Pernambuco,Novembro,521,"Tuesday, January 1, 2002"
2003,Pernambuco,Novembro,560,"Wednesday, January 1, 2003"
2004,Pernambuco,Novembro,465,"Thursday, January 1, 2004"
2005,Pernambuco,Novembro,452,"Saturday, January 1, 2005"
2006,Pernambuco,Novembro,385,"Sunday, January 1, 2006"
2007,Pernambuco,Novembro,359,"Monday, January 1, 2007"
2008,Pernambuco,Novembro,363,"Tuesday, January 1, 2008"
2009,Pernambuco,Novembro,486,"Thursday, January 1, 2009"
2010,Pernambuco,Novembro,831,"Friday, January 1, 2010"
2011,Pernambuco,Novembro,352,"Saturday, January 1, 2011"
2012,Pernambuco,Novembro,181,"Sunday, January 1, 2012"
2013,Pernambuco,Novembro,110,"Tuesday, January 1, 2013"
2014,Pernambuco,Novembro,111,"Wednesday, January 1, 2014"
2015,Pernambuco,Novembro,315,"Thursday, January 1, 2015"
2016,Pernambuco,Novembro,191,"Friday, January 1, 2016"
2017,Pernambuco,Novembro,66,"Sunday, January 1, 2017"
1998,Pernambuco,Dezembro,59,"Thursday, January 1, 1998"
1999,Pernambuco,Dezembro,16,"Friday, January 1, 1999"
2000,Pernambuco,Dezembro,22,"Saturday, January 1, 2000"
2001,Pernambuco,Dezembro,62,"Monday, January 1, 2001"
2002,Pernambuco,Dezembro,259,"Tuesday, January 1, 2002"
2003,Pernambuco,Dezembro,229,"Wednesday, January 1, 2003"
2004,Pernambuco,Dezembro,373,"Thursday, January 1, 2004"
2005,Pernambuco,Dezembro,191,"Saturday, January 1, 2005"
2006,Pernambuco,Dezembro,207,"Sunday, January 1, 2006"
2007,Pernambuco,Dezembro,200,"Monday, January 1, 2007"
2008,Pernambuco,Dezembro,203,"Tuesday, January 1, 2008"
2009,Pernambuco,Dezembro,351,"Thursday, January 1, 2009"
2010,Pernambuco,Dezembro,117,"Friday, January 1, 2010"
2011,Pernambuco,Dezembro,364,"Saturday, January 1, 2011"
2012,Pernambuco,Dezembro,108,"Sunday, January 1, 2012"
2013,Pernambuco,Dezembro,141,"Tuesday, January 1, 2013"
2014,Pernambuco,Dezembro,101,"Wednesday, January 1, 2014"
2015,Pernambuco,Dezembro,176,"Thursday, January 1, 2015"
2016,Pernambuco,Dezembro,161,"Friday, January 1, 2016"
1998,Piau,Janeiro,0,"Thursday, January 1, 1998"
1999,Piau,Janeiro,21,"Friday, January 1, 1999"
2000,Piau,Janeiro,5,"Saturday, January 1, 2000"
2001,Piau,Janeiro,29,"Monday, January 1, 2001"
2002,Piau,Janeiro,33,"Tuesday, January 1, 2002"
2003,Piau,Janeiro,86,"Wednesday, January 1, 2003"
2004,Piau,Janeiro,42,"Thursday, January 1, 2004"
2005,Piau,Janeiro,94,"Saturday, January 1, 2005"
2006,Piau,Janeiro,133,"Sunday, January 1, 2006"
2007,Piau,Janeiro,123,"Monday, January 1, 2007"
2008,Piau,Janeiro,61,"Tuesday, January 1, 2008"
2009,Piau,Janeiro,79,"Thursday, January 1, 2009"
2010,Piau,Janeiro,99,"Friday, January 1, 2010"
2011,Piau,Janeiro,39,"Saturday, January 1, 2011"
2012,Piau,Janeiro,80,"Sunday, January 1, 2012"
2013,Piau,Janeiro,72,"Tuesday, January 1, 2013"
2014,Piau,Janeiro,79,"Wednesday, January 1, 2014"
2015,Piau,Janeiro,92,"Thursday, January 1, 2015"
2016,Piau,Janeiro,94,"Friday, January 1, 2016"
2017,Piau,Janeiro,85,"Sunday, January 1, 2017"
1998,Piau,Fevereiro,0,"Thursday, January 1, 1998"
1999,Piau,Fevereiro,22,"Friday, January 1, 1999"
2000,Piau,Fevereiro,12,"Saturday, January 1, 2000"
2001,Piau,Fevereiro,0,"Monday, January 1, 2001"
2002,Piau,Fevereiro,160,"Tuesday, January 1, 2002"
2003,Piau,Fevereiro,3,"Wednesday, January 1, 2003"
2004,Piau,Fevereiro,20,"Thursday, January 1, 2004"
2005,Piau,Fevereiro,26,"Saturday, January 1, 2005"
2006,Piau,Fevereiro,23,"Sunday, January 1, 2006"
2007,Piau,Fevereiro,11,"Monday, January 1, 2007"
2008,Piau,Fevereiro,21,"Tuesday, January 1, 2008"
2009,Piau,Fevereiro,19,"Thursday, January 1, 2009"
2010,Piau,Fevereiro,54,"Friday, January 1, 2010"
2011,Piau,Fevereiro,11,"Saturday, January 1, 2011"
2012,Piau,Fevereiro,31,"Sunday, January 1, 2012"
2013,Piau,Fevereiro,68,"Tuesday, January 1, 2013"
2014,Piau,Fevereiro,14,"Wednesday, January 1, 2014"
2015,Piau,Fevereiro,38,"Thursday, January 1, 2015"
2016,Piau,Fevereiro,97,"Friday, January 1, 2016"
2017,Piau,Fevereiro,24,"Sunday, January 1, 2017"
1998,Piau,Março,0,"Thursday, January 1, 1998"
1999,Piau,Março,4,"Friday, January 1, 1999"
2000,Piau,Março,14,"Saturday, January 1, 2000"
2001,Piau,Março,2,"Monday, January 1, 2001"
2002,Piau,Março,63,"Tuesday, January 1, 2002"
2003,Piau,Março,15,"Wednesday, January 1, 2003"
2004,Piau,Março,27,"Thursday, January 1, 2004"
2005,Piau,Março,13,"Saturday, January 1, 2005"
2006,Piau,Março,18,"Sunday, January 1, 2006"
2007,Piau,Março,31,"Monday, January 1, 2007"
2008,Piau,Março,4,"Tuesday, January 1, 2008"
2009,Piau,Março,17,"Thursday, January 1, 2009"
2010,Piau,Março,47,"Friday, January 1, 2010"
2011,Piau,Março,15,"Saturday, January 1, 2011"
2012,Piau,Março,71,"Sunday, January 1, 2012"
2013,Piau,Março,14,"Tuesday, January 1, 2013"
2014,Piau,Março,88,"Wednesday, January 1, 2014"
2015,Piau,Março,35,"Thursday, January 1, 2015"
2016,Piau,Março,53,"Friday, January 1, 2016"
2017,Piau,Março,25,"Sunday, January 1, 2017"
1998,Piau,Abril,0,"Thursday, January 1, 1998"
1999,Piau,Abril,10,"Friday, January 1, 1999"
2000,Piau,Abril,15,"Saturday, January 1, 2000"
2001,Piau,Abril,1,"Monday, January 1, 2001"
2002,Piau,Abril,87,"Tuesday, January 1, 2002"
2003,Piau,Abril,22,"Wednesday, January 1, 2003"
2004,Piau,Abril,10,"Thursday, January 1, 2004"
2005,Piau,Abril,3,"Saturday, January 1, 2005"
2006,Piau,Abril,1,"Sunday, January 1, 2006"
2007,Piau,Abril,9,"Monday, January 1, 2007"
2008,Piau,Abril,7,"Tuesday, January 1, 2008"
