year,state,month,number,date
1999,Maranhao,Fevereiro,6,"Friday, January 1, 1999"
2000,Maranhao,Fevereiro,11,"Saturday, January 1, 2000"
2001,Maranhao,Fevereiro,1,"Monday, January 1, 2001"
2002,Maranhao,Fevereiro,116,"Tuesday, January 1, 2002"
2003,Maranhao,Fevereiro,11,"Wednesday, January 1, 2003"
2004,Maranhao,Fevereiro,22,"Thursday, January 1, 2004"
2005,Maranhao,Fevereiro,56,"Saturday, January 1, 2005"
2006,Maranhao,Fevereiro,22,"Sunday, January 1, 2006"
2007,Maranhao,Fevereiro,13,"Monday, January 1, 2007"
2008,Maranhao,Fevereiro,45,"Tuesday, January 1, 2008"
2009,Maranhao,Fevereiro,20,"Thursday, January 1, 2009"
2010,Maranhao,Fevereiro,93,"Friday, January 1, 2010"
2011,Maranhao,Fevereiro,9,"Saturday, January 1, 2011"
2012,Maranhao,Fevereiro,46,"Sunday, January 1, 2012"
2013,Maranhao,Fevereiro,62,"Tuesday, January 1, 2013"
2014,Maranhao,Fevereiro,29,"Wednesday, January 1, 2014"
2015,Maranhao,Fevereiro,95,"Thursday, January 1, 2015"
2016,Maranhao,Fevereiro,318,"Friday, January 1, 2016"
2017,Maranhao,Fevereiro,47,"Sunday, January 1, 2017"
1998,Maranhao,Março,0,"Thursday, January 1, 1998"
1999,Maranhao,Março,17,"Friday, January 1, 1999"
2000,Maranhao,Março,6,"Saturday, January 1, 2000"
2001,Maranhao,Março,0,"Monday, January 1, 2001"
2002,Maranhao,Março,16,"Tuesday, January 1, 2002"
2003,Maranhao,Março,16,"Wednesday, January 1, 2003"
2004,Maranhao,Março,18,"Thursday, January 1, 2004"
2005,Maranhao,Março,9,"Saturday, January 1, 2005"
2006,Maranhao,Março,14,"Sunday, January 1, 2006"
2007,Maranhao,Março,52,"Monday, January 1, 2007"
2008,Maranhao,Março,4,"Tuesday, January 1, 2008"
2009,Maranhao,Março,33,"Thursday, January 1, 2009"
2010,Maranhao,Março,82,"Friday, January 1, 2010"
2011,Maranhao,Março,22,"Saturday, January 1, 2011"
2012,Maranhao,Março,49,"Sunday, January 1, 2012"
2013,Maranhao,Março,30,"Tuesday, January 1, 2013"
2014,Maranhao,Março,59,"Wednesday, January 1, 2014"
2015,Maranhao,Março,53,"Thursday, January 1, 2015"
2016,Maranhao,Março,113,"Friday, January 1, 2016"
2017,Maranhao,Março,32,"Sunday, January 1, 2017"
1998,Maranhao,Abril,0,"Thursday, January 1, 1998"
1999,Maranhao,Abril,4,"Friday, January 1, 1999"
2000,Maranhao,Abril,6,"Saturday, January 1, 2000"
2001,Maranhao,Abril,2,"Monday, January 1, 2001"
2002,Maranhao,Abril,28,"Tuesday, January 1, 2002"
2003,Maranhao,Abril,79,"Wednesday, January 1, 2003"
2004,Maranhao,Abril,44,"Thursday, January 1, 2004"
2005,Maranhao,Abril,43,"Saturday, January 1, 2005"
2006,Maranhao,Abril,9,"Sunday, January 1, 2006"
2007,Maranhao,Abril,5,"Monday, January 1, 2007"
2008,Maranhao,Abril,26,"Tuesday, January 1, 2008"
2009,Maranhao,Abril,14,"Thursday, January 1, 2009"
2010,Maranhao,Abril,128,"Friday, January 1, 2010"
2011,Maranhao,Abril,37,"Saturday, January 1, 2011"
2012,Maranhao,Abril,97,"Sunday, January 1, 2012"
2013,Maranhao,Abril,62,"Tuesday, January 1, 2013"
2014,Maranhao,Abril,78,"Wednesday, January 1, 2014"
2015,Maranhao,Abril,119,"Thursday, January 1, 2015"
2016,Maranhao,Abril,113,"Friday, January 1, 2016"
2017,Maranhao,Abril,91,"Sunday, January 1, 2017"
1998,Maranhao,Maio,0,"Thursday, January 1, 1998"
1999,Maranhao,Maio,3,"Friday, January 1, 1999"
2000,Maranhao,Maio,28,"Saturday, January 1, 2000"
2001,Maranhao,Maio,21,"Monday, January 1, 2001"
2002,Maranhao,Maio,71,"Tuesday, January 1, 2002"
2003,Maranhao,Maio,60,"Wednesday, January 1, 2003"
2004,Maranhao,Maio,145,"Thursday, January 1, 2004"
2005,Maranhao,Maio,74,"Saturday, January 1, 2005"
2006,Maranhao,Maio,5,"Sunday, January 1, 2006"
2007,Maranhao,Maio,73,"Monday, January 1, 2007"
2008,Maranhao,Maio,26,"Tuesday, January 1, 2008"
2009,Maranhao,Maio,19,"Thursday, January 1, 2009"
2010,Maranhao,Maio,273,"Friday, January 1, 2010"
2011,Maranhao,Maio,73,"Saturday, January 1, 2011"
2012,Maranhao,Maio,286,"Sunday, January 1, 2012"
2013,Maranhao,Maio,100,"Tuesday, January 1, 2013"
2014,Maranhao,Maio,148,"Wednesday, January 1, 2014"
2015,Maranhao,Maio,194,"Thursday, January 1, 2015"
2016,Maranhao,Maio,206,"Friday, January 1, 2016"
2017,Maranhao,Maio,142,"Sunday, January 1, 2017"
1998,Maranhao,Junho,78,"Thursday, January 1, 1998"
1999,Maranhao,Junho,32,"Friday, January 1, 1999"
2000,Maranhao,Junho,94,"Saturday, January 1, 2000"
2001,Maranhao,Junho,100,"Monday, January 1, 2001"
2002,Maranhao,Junho,230,"Tuesday, January 1, 2002"
2003,Maranhao,Junho,338,"Wednesday, January 1, 2003"
2004,Maranhao,Junho,706,"Thursday, January 1, 2004"
2005,Maranhao,Junho,529,"Saturday, January 1, 2005"
2006,Maranhao,Junho,131,"Sunday, January 1, 2006"
2007,Maranhao,Junho,515,"Monday, January 1, 2007"
2008,Maranhao,Junho,235,"Tuesday, January 1, 2008"
2009,Maranhao,Junho,279,"Thursday, January 1, 2009"
2010,Maranhao,Junho,494,"Friday, January 1, 2010"
2011,Maranhao,Junho,602,"Saturday, January 1, 2011"
2012,Maranhao,Junho,915,"Sunday, January 1, 2012"
2013,Maranhao,Junho,498,"Tuesday, January 1, 2013"
2014,Maranhao,Junho,812,"Wednesday, January 1, 2014"
2015,Maranhao,Junho,887,"Thursday, January 1, 2015"
2016,Maranhao,Junho,709,"Friday, January 1, 2016"
2017,Maranhao,Junho,885,"Sunday, January 1, 2017"
1998,Maranhao,Julho,274,"Thursday, January 1, 1998"
1999,Maranhao,Julho,258,"Friday, January 1, 1999"
2000,Maranhao,Julho,233,"Saturday, January 1, 2000"
2001,Maranhao,Julho,549,"Monday, January 1, 2001"
2002,Maranhao,Julho,1.271,"Tuesday, January 1, 2002"
2003,Maranhao,Julho,1.103,"Wednesday, January 1, 2003"
2004,Maranhao,Julho,1.366,"Thursday, January 1, 2004"
2005,Maranhao,Julho,1.152,"Saturday, January 1, 2005"
2006,Maranhao,Julho,512,"Sunday, January 1, 2006"
2007,Maranhao,Julho,1.205,"Monday, January 1, 2007"
2008,Maranhao,Julho,502,"Tuesday, January 1, 2008"
2009,Maranhao,Julho,972,"Thursday, January 1, 2009"
2010,Maranhao,Julho,2.323,"Friday, January 1, 2010"
2011,Maranhao,Julho,1.024,"Saturday, January 1, 2011"
2012,Maranhao,Julho,3.548,"Sunday, January 1, 2012"
2013,Maranhao,Julho,1.111,"Tuesday, January 1, 2013"
2014,Maranhao,Julho,2.068,"Wednesday, January 1, 2014"
2015,Maranhao,Julho,1.642,"Thursday, January 1, 2015"
2016,Maranhao,Julho,2.096,"Friday, January 1, 2016"
2017,Maranhao,Julho,2.521,"Sunday, January 1, 2017"
1998,Maranhao,Agosto,1.176,"Thursday, January 1, 1998"
1999,Maranhao,Agosto,895,"Friday, January 1, 1999"
2000,Maranhao,Agosto,839,"Saturday, January 1, 2000"
2001,Maranhao,Agosto,2.037,"Monday, January 1, 2001"
2002,Maranhao,Agosto,3.481,"Tuesday, January 1, 2002"
2003,Maranhao,Agosto,2.023,"Wednesday, January 1, 2003"
2004,Maranhao,Agosto,1.889,"Thursday, January 1, 2004"
2005,Maranhao,Agosto,2.239,"Saturday, January 1, 2005"
2006,Maranhao,Agosto,1.382,"Sunday, January 1, 2006"
2007,Maranhao,Agosto,8.409,"Monday, January 1, 2007"
2008,Maranhao,Agosto,713,"Tuesday, January 1, 2008"
2009,Maranhao,Agosto,1.766,"Thursday, January 1, 2009"
2010,Maranhao,Agosto,6.353,"Friday, January 1, 2010"
2011,Maranhao,Agosto,2.138,"Saturday, January 1, 2011"
2012,Maranhao,Agosto,10.395,"Sunday, January 1, 2012"
2013,Maranhao,Agosto,2.098,"Tuesday, January 1, 2013"
2014,Maranhao,Agosto,5.592,"Wednesday, January 1, 2014"
2015,Maranhao,Agosto,5.428,"Thursday, January 1, 2015"
2016,Maranhao,Agosto,3.723,"Friday, January 1, 2016"
2017,Maranhao,Agosto,3.875,"Sunday, January 1, 2017"
1998,Maranhao,Setembro,3.935,"Thursday, January 1, 1998"
1999,Maranhao,Setembro,1.739,"Friday, January 1, 1999"
2000,Maranhao,Setembro,1.365,"Saturday, January 1, 2000"
2001,Maranhao,Setembro,4.618,"Monday, January 1, 2001"
2002,Maranhao,Setembro,3.181,"Tuesday, January 1, 2002"
2003,Maranhao,Setembro,5.878,"Wednesday, January 1, 2003"
2004,Maranhao,Setembro,4.673,"Thursday, January 1, 2004"
2005,Maranhao,Setembro,6.292,"Saturday, January 1, 2005"
2006,Maranhao,Setembro,2.907,"Sunday, January 1, 2006"
2007,Maranhao,Setembro,8.524,"Monday, January 1, 2007"
2008,Maranhao,Setembro,2.761,"Tuesday, January 1, 2008"
2009,Maranhao,Setembro,2.404,"Thursday, January 1, 2009"
2010,Maranhao,Setembro,9.795,"Friday, January 1, 2010"
2011,Maranhao,Setembro,4.632,"Saturday, January 1, 2011"
2012,Maranhao,Setembro,7.626,"Sunday, January 1, 2012"
2013,Maranhao,Setembro,3.88,"Tuesday, January 1, 2013"
2014,Maranhao,Setembro,4.373,"Wednesday, January 1, 2014"
2015,Maranhao,Setembro,6.423,"Thursday, January 1, 2015"
2016,Maranhao,Setembro,3.166,"Friday, January 1, 2016"
2017,Maranhao,Setembro,14.825,"Sunday, January 1, 2017"
1998,Maranhao,Outubro,5.137,"Thursday, January 1, 1998"
1999,Maranhao,Outubro,3.208,"Friday, January 1, 1999"
2000,Maranhao,Outubro,2.654,"Saturday, January 1, 2000"
2001,Maranhao,Outubro,6.661,"Monday, January 1, 2001"
2002,Maranhao,Outubro,5.182,"Tuesday, January 1, 2002"
2003,Maranhao,Outubro,6.085,"Wednesday, January 1, 2003"
2004,Maranhao,Outubro,3.604,"Thursday, January 1, 2004"
2005,Maranhao,Outubro,6.472,"Saturday, January 1, 2005"
2006,Maranhao,Outubro,3.024,"Sunday, January 1, 2006"
2007,Maranhao,Outubro,4.772,"Monday, January 1, 2007"
2008,Maranhao,Outubro,3.498,"Tuesday, January 1, 2008"
2009,Maranhao,Outubro,1.861,"Thursday, January 1, 2009"
2010,Maranhao,Outubro,3.228,"Friday, January 1, 2010"
2011,Maranhao,Outubro,2.404,"Saturday, January 1, 2011"
2012,Maranhao,Outubro,5,"Sunday, January 1, 2012"
2013,Maranhao,Outubro,2.918,"Tuesday, January 1, 2013"
2014,Maranhao,Outubro,5.812,"Wednesday, January 1, 2014"
2015,Maranhao,Outubro,6.746,"Thursday, January 1, 2015"
2016,Maranhao,Outubro,5.351,"Friday, January 1, 2016"
2017,Maranhao,Outubro,6.011,"Sunday, January 1, 2017"
1998,Maranhao,Novembro,2.237,"Thursday, January 1, 1998"
1999,Maranhao,Novembro,1.494,"Friday, January 1, 1999"
2000,Maranhao,Novembro,2.267,"Saturday, January 1, 2000"
2001,Maranhao,Novembro,3.525,"Monday, January 1, 2001"
2002,Maranhao,Novembro,5.83,"Tuesday, January 1, 2002"
2003,Maranhao,Novembro,4.929,"Wednesday, January 1, 2003"
2004,Maranhao,Novembro,6.398,"Thursday, January 1, 2004"
2005,Maranhao,Novembro,4.769,"Saturday, January 1, 2005"
2006,Maranhao,Novembro,2.004,"Sunday, January 1, 2006"
2007,Maranhao,Novembro,2.297,"Monday, January 1, 2007"
2008,Maranhao,Novembro,2.331,"Tuesday, January 1, 2008"
2009,Maranhao,Novembro,5,"Thursday, January 1, 2009"
2010,Maranhao,Novembro,4.005,"Friday, January 1, 2010"
2011,Maranhao,Novembro,2.261,"Saturday, January 1, 2011"
2012,Maranhao,Novembro,2.01,"Sunday, January 1, 2012"
2013,Maranhao,Novembro,2.529,"Tuesday, January 1, 2013"
2014,Maranhao,Novembro,3.869,"Wednesday, January 1, 2014"
2015,Maranhao,Novembro,4.35,"Thursday, January 1, 2015"
2016,Maranhao,Novembro,3.982,"Friday, January 1, 2016"
2017,Maranhao,Novembro,2.3,"Sunday, January 1, 2017"
1998,Maranhao,Dezembro,1.399,"Thursday, January 1, 1998"
1999,Maranhao,Dezembro,1.001,"Friday, January 1, 1999"
2000,Maranhao,Dezembro,1.461,"Saturday, January 1, 2000"
2001,Maranhao,Dezembro,1.296,"Monday, January 1, 2001"
2002,Maranhao,Dezembro,2.165,"Tuesday, January 1, 2002"
2003,Maranhao,Dezembro,2.424,"Wednesday, January 1, 2003"
2004,Maranhao,Dezembro,3.255,"Thursday, January 1, 2004"
2005,Maranhao,Dezembro,1.66,"Saturday, January 1, 2005"
2006,Maranhao,Dezembro,1.052,"Sunday, January 1, 2006"
2007,Maranhao,Dezembro,800,"Monday, January 1, 2007"
2008,Maranhao,Dezembro,1.101,"Tuesday, January 1, 2008"
2009,Maranhao,Dezembro,1.768,"Thursday, January 1, 2009"
2010,Maranhao,Dezembro,1.803,"Friday, January 1, 2010"
2011,Maranhao,Dezembro,1.629,"Saturday, January 1, 2011"
2012,Maranhao,Dezembro,1.296,"Sunday, January 1, 2012"
2013,Maranhao,Dezembro,2.692,"Tuesday, January 1, 2013"
2014,Maranhao,Dezembro,2.4,"Wednesday, January 1, 2014"
2015,Maranhao,Dezembro,3.706,"Thursday, January 1, 2015"
2016,Maranhao,Dezembro,1.577,"Friday, January 1, 2016"
1998,Mato Grosso,Janeiro,0,"Thursday, January 1, 1998"
1999,Mato Grosso,Janeiro,39,"Friday, January 1, 1999"
2000,Mato Grosso,Janeiro,44,"Saturday, January 1, 2000"
2001,Mato Grosso,Janeiro,44,"Monday, January 1, 2001"
2002,Mato Grosso,Janeiro,172,"Tuesday, January 1, 2002"
2003,Mato Grosso,Janeiro,896,"Wednesday, January 1, 2003"
2004,Mato Grosso,Janeiro,301,"Thursday, January 1, 2004"
2005,Mato Grosso,Janeiro,438,"Saturday, January 1, 2005"
2006,Mato Grosso,Janeiro,947,"Sunday, January 1, 2006"
2007,Mato Grosso,Janeiro,476,"Monday, January 1, 2007"
2008,Mato Grosso,Janeiro,245,"Tuesday, January 1, 2008"
2009,Mato Grosso,Janeiro,527,"Thursday, January 1, 2009"
2010,Mato Grosso,Janeiro,298,"Friday, January 1, 2010"
2011,Mato Grosso,Janeiro,171,"Saturday, January 1, 2011"
2012,Mato Grosso,Janeiro,166,"Sunday, January 1, 2012"
2013,Mato Grosso,Janeiro,269,"Tuesday, January 1, 2013"
2014,Mato Grosso,Janeiro,315,"Wednesday, January 1, 2014"
2015,Mato Grosso,Janeiro,960,"Thursday, January 1, 2015"
2016,Mato Grosso,Janeiro,374,"Friday, January 1, 2016"
2017,Mato Grosso,Janeiro,482,"Sunday, January 1, 2017"
1998,Mato Grosso,Fevereiro,0,"Thursday, January 1, 1998"
1999,Mato Grosso,Fevereiro,28,"Friday, January 1, 1999"
2000,Mato Grosso,Fevereiro,35,"Saturday, January 1, 2000"
2001,Mato Grosso,Fevereiro,54,"Monday, January 1, 2001"
2002,Mato Grosso,Fevereiro,22,"Tuesday, January 1, 2002"
2003,Mato Grosso,Fevereiro,592,"Wednesday, January 1, 2003"
2004,Mato Grosso,Fevereiro,272,"Thursday, January 1, 2004"
2005,Mato Grosso,Fevereiro,871,"Saturday, January 1, 2005"
2006,Mato Grosso,Fevereiro,383,"Sunday, January 1, 2006"
2007,Mato Grosso,Fevereiro,213,"Monday, January 1, 2007"
2008,Mato Grosso,Fevereiro,180,"Tuesday, January 1, 2008"
2009,Mato Grosso,Fevereiro,248,"Thursday, January 1, 2009"
2010,Mato Grosso,Fevereiro,431,"Friday, January 1, 2010"
2011,Mato Grosso,Fevereiro,119,"Saturday, January 1, 2011"
2012,Mato Grosso,Fevereiro,193,"Sunday, January 1, 2012"
2013,Mato Grosso,Fevereiro,375,"Tuesday, January 1, 2013"
2014,Mato Grosso,Fevereiro,199,"Wednesday, January 1, 2014"
2015,Mato Grosso,Fevereiro,542,"Thursday, January 1, 2015"
2016,Mato Grosso,Fevereiro,1.05,"Friday, January 1, 2016"
2017,Mato Grosso,Fevereiro,337,"Sunday, January 1, 2017"
1998,Mato Grosso,Março,0,"Thursday, January 1, 1998"
1999,Mato Grosso,Março,18,"Friday, January 1, 1999"
2000,Mato Grosso,Março,60,"Saturday, January 1, 2000"
2001,Mato Grosso,Março,24,"Monday, January 1, 2001"
2002,Mato Grosso,Março,103,"Tuesday, January 1, 2002"
2003,Mato Grosso,Março,554,"Wednesday, January 1, 2003"
2004,Mato Grosso,Março,743,"Thursday, January 1, 2004"
2005,Mato Grosso,Março,362,"Saturday, January 1, 2005"
2006,Mato Grosso,Março,448,"Sunday, January 1, 2006"
2007,Mato Grosso,Março,476,"Monday, January 1, 2007"
2008,Mato Grosso,Março,180,"Tuesday, January 1, 2008"
2009,Mato Grosso,Março,325,"Thursday, January 1, 2009"
2010,Mato Grosso,Março,605,"Friday, January 1, 2010"
2011,Mato Grosso,Março,252,"Saturday, January 1, 2011"
2012,Mato Grosso,Março,423,"Sunday, January 1, 2012"
2013,Mato Grosso,Março,563,"Tuesday, January 1, 2013"
2014,Mato Grosso,Março,655,"Wednesday, January 1, 2014"
2015,Mato Grosso,Março,705,"Thursday, January 1, 2015"
2016,Mato Grosso,Março,1.085,"Friday, January 1, 2016"
2017,Mato Grosso,Março,719,"Sunday, January 1, 2017"
1998,Mato Grosso,Abril,0,"Thursday, January 1, 1998"
1999,Mato Grosso,Abril,76,"Friday, January 1, 1999"
2000,Mato Grosso,Abril,59,"Saturday, January 1, 2000"
2001,Mato Grosso,Abril,309,"Monday, January 1, 2001"
2002,Mato Grosso,Abril,641,"Tuesday, January 1, 2002"
2003,Mato Grosso,Abril,903,"Wednesday, January 1, 2003"
2004,Mato Grosso,Abril,441,"Thursday, January 1, 2004"
2005,Mato Grosso,Abril,372,"Saturday, January 1, 2005"
2006,Mato Grosso,Abril,161,"Sunday, January 1, 2006"
2007,Mato Grosso,Abril,79,"Monday, January 1, 2007"
2008,Mato Grosso,Abril,274,"Tuesday, January 1, 2008"
2009,Mato Grosso,Abril,169,"Thursday, January 1, 2009"
2010,Mato Grosso,Abril,769,"Friday, January 1, 2010"
2011,Mato Grosso,Abril,345,"Saturday, January 1, 2011"
2012,Mato Grosso,Abril,521,"Sunday, January 1, 2012"
2013,Mato Grosso,Abril,338,"Tuesday, January 1, 2013"
2014,Mato Grosso,Abril,859,"Wednesday, January 1, 2014"
2015,Mato Grosso,Abril,947,"Thursday, January 1, 2015"
2016,Mato Grosso,Abril,1.77,"Friday, January 1, 2016"
2017,Mato Grosso,Abril,606,"Sunday, January 1, 2017"
1998,Mato Grosso,Maio,0,"Thursday, January 1, 1998"
1999,Mato Grosso,Maio,731,"Friday, January 1, 1999"
2000,Mato Grosso,Maio,1.194,"Saturday, January 1, 2000"
2001,Mato Grosso,Maio,1.193,"Monday, January 1, 2001"
2002,Mato Grosso,Maio,2.528,"Tuesday, January 1, 2002"
2003,Mato Grosso,Maio,942,"Wednesday, January 1, 2003"
2004,Mato Grosso,Maio,2.413,"Thursday, January 1, 2004"
2005,Mato Grosso,Maio,1.641,"Saturday, January 1, 2005"
2006,Mato Grosso,Maio,269,"Sunday, January 1, 2006"
2007,Mato Grosso,Maio,359,"Monday, January 1, 2007"
2008,Mato Grosso,Maio,119,"Tuesday, January 1, 2008"
2009,Mato Grosso,Maio,516,"Thursday, January 1, 2009"
2010,Mato Grosso,Maio,1.313,"Friday, January 1, 2010"
2011,Mato Grosso,Maio,547,"Saturday, January 1, 2011"
2012,Mato Grosso,Maio,812,"Sunday, January 1, 2012"
2013,Mato Grosso,Maio,739,"Tuesday, January 1, 2013"
2014,Mato Grosso,Maio,933,"Wednesday, January 1, 2014"
2015,Mato Grosso,Maio,541,"Thursday, January 1, 2015"
2016,Mato Grosso,Maio,1.081,"Friday, January 1, 2016"
2017,Mato Grosso,Maio,845,"Sunday, January 1, 2017"
1998,Mato Grosso,Junho,2.201,"Thursday, January 1, 1998"
1999,Mato Grosso,Junho,2.201,"Friday, January 1, 1999"
2000,Mato Grosso,Junho,4.358,"Saturday, January 1, 2000"
2001,Mato Grosso,Junho,6.665,"Monday, January 1, 2001"
2002,Mato Grosso,Junho,7.878,"Tuesday, January 1, 2002"
2003,Mato Grosso,Junho,4.313,"Wednesday, January 1, 2003"
2004,Mato Grosso,Junho,9.813,"Thursday, January 1, 2004"
2005,Mato Grosso,Junho,2.294,"Saturday, January 1, 2005"
2006,Mato Grosso,Junho,856,"Sunday, January 1, 2006"
2007,Mato Grosso,Junho,1.339,"Monday, January 1, 2007"
2008,Mato Grosso,Junho,403,"Tuesday, January 1, 2008"
2009,Mato Grosso,Junho,979,"Thursday, January 1, 2009"
2010,Mato Grosso,Junho,1.025,"Friday, January 1, 2010"
2011,Mato Grosso,Junho,974,"Saturday, January 1, 2011"
2012,Mato Grosso,Junho,1.651,"Sunday, January 1, 2012"
2013,Mato Grosso,Junho,1.213,"Tuesday, January 1, 2013"
2014,Mato Grosso,Junho,1.795,"Wednesday, January 1, 2014"
2015,Mato Grosso,Junho,1.402,"Thursday, January 1, 2015"
2016,Mato Grosso,Junho,1.417,"Friday, January 1, 2016"
2017,Mato Grosso,Junho,2.041,"Sunday, January 1, 2017"
1998,Mato Grosso,Julho,3.712,"Thursday, January 1, 1998"
1999,Mato Grosso,Julho,3.926,"Friday, January 1, 1999"
2000,Mato Grosso,Julho,1.338,"Saturday, January 1, 2000"
2001,Mato Grosso,Julho,1.555,"Monday, January 1, 2001"
2002,Mato Grosso,Julho,5.661,"Tuesday, January 1, 2002"
2003,Mato Grosso,Julho,5.435,"Wednesday, January 1, 2003"
2004,Mato Grosso,Julho,11.517,"Thursday, January 1, 2004"
2005,Mato Grosso,Julho,4.172,"Saturday, January 1, 2005"
2006,Mato Grosso,Julho,1.941,"Sunday, January 1, 2006"
2007,Mato Grosso,Julho,1.79,"Monday, January 1, 2007"
2008,Mato Grosso,Julho,1.117,"Tuesday, January 1, 2008"
2009,Mato Grosso,Julho,1.613,"Thursday, January 1, 2009"
2010,Mato Grosso,Julho,3.442,"Friday, January 1, 2010"
2011,Mato Grosso,Julho,1.061,"Saturday, January 1, 2011"
2012,Mato Grosso,Julho,2.008,"Sunday, January 1, 2012"
2013,Mato Grosso,Julho,1.63,"Tuesday, January 1, 2013"
2014,Mato Grosso,Julho,2.255,"Wednesday, January 1, 2014"
2015,Mato Grosso,Julho,1.533,"Thursday, January 1, 2015"
2016,Mato Grosso,Julho,3.495,"Friday, January 1, 2016"
2017,Mato Grosso,Julho,2.79,"Sunday, January 1, 2017"
1998,Mato Grosso,Agosto,15.406,"Thursday, January 1, 1998"
1999,Mato Grosso,Agosto,18.566,"Friday, January 1, 1999"
2000,Mato Grosso,Agosto,6.063,"Saturday, January 1, 2000"
2001,Mato Grosso,Agosto,7.762,"Monday, January 1, 2001"
2002,Mato Grosso,Agosto,14.086,"Tuesday, January 1, 2002"
2003,Mato Grosso,Agosto,11.132,"Wednesday, January 1, 2003"
2004,Mato Grosso,Agosto,13.603,"Thursday, January 1, 2004"
2005,Mato Grosso,Agosto,11.57,"Saturday, January 1, 2005"
2006,Mato Grosso,Agosto,6.218,"Sunday, January 1, 2006"
2007,Mato Grosso,Agosto,14.453,"Monday, January 1, 2007"
2008,Mato Grosso,Agosto,2.875,"Tuesday, January 1, 2008"
2009,Mato Grosso,Agosto,2.25,"Thursday, January 1, 2009"
2010,Mato Grosso,Agosto,14.608,"Friday, January 1, 2010"
2011,Mato Grosso,Agosto,2.628,"Saturday, January 1, 2011"
